"Original_molecule_SMILES"	"CID"	"CSID"	"Structure_ID"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"1204"	"O.Br.[H][C@]1(CC)CN2CCC1C[C@@]2([H])[C@H](O)C1=CC=NC2=CC=C(OC)C=C12"	6420031	"4925613"	2313	"Prestwick"	"Prestw-635"	"Hydroquinine hydrobromide hydrate"	NA	NA	NA
"1205"	"[H][C@]12N3CCC[C@@]1(CC)C[C@](O)(N1C4=CC=CC=C4C(CC3)=C21)C(=O)OC"	637570	"553173"	2284	"Prestwick"	"Prestw-636"	"Epivincamine"	NA	NA	NA
"1206"	"[H][C@]12CC[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]13CN(C)[C@H]2C)N(C)C"	441082	"389885"	4604	"Prestwick"	"Prestw-638"	"Conessine"	NA	NA	NA
"1207"	"[H][C@]12CC[C@H](C)CN1[C@@]1([H])C[C@@]3([H])[C@]4([H])CC=C5C[C@H](CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@@H]2C)O[C@]1([H])O[C@H](CO)[C@H](O)[C@H](O[C@]2([H])O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@]1([H])O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O"	9549171	"7828094"	4458	"Prestwick"	"Prestw-640"	"Solanine alpha"	NA	NA	NA
"1208"	"OS(O)(=O)=O.OS(O)(=O)=O.NCCC(O)C(=O)N[C@@H]1C[C@H](N)[C@@H](OC2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2N)[C@H](OC2O[C@H](CO)C(O)[C@H]2O)[C@H]1O"	51371410	"28529264"	7932	"Prestwick"	"Prestw-650"	"Butirosin disulfate salt"	NA	NA	NA
"1209"	"[H][C@]12C[C@@]3([H])[C@]4([H])CC=C5C[C@@H](O)CC[C@]5(C)[C@@]4([H])CC[C@]3(C)[C@@]1([H])[C@H](C)[C@@]1(CC[C@@H](C)CN1)O2"	442985	"391288"	4606	"Prestwick"	"Prestw-663"	"Solasodine"	NA	NA	NA
"1210"	"COC1=C2C=COC2=NC2=C1C=CC(OC[C@@H](O)C(C)(C)O)=C2OC"	673465	"586355"	3350	"Prestwick"	"Prestw-665"	"Evoxine"	NA	NA	NA
"1211"	"C1CC[C@@H](NC1)C1=CN=CC=C1"	641266	"556569"	133	"Prestwick"	"Prestw-669"	"Anabasine"	NA	NA	NA
"1212"	"[H][C@]12C[C@]3([H])[C@]([H])(C1O)[C@](O)(C[C@@H]2OC)[C@@]1([H])C[C@@]2([H])[C@]33C1N(CC)C[C@]2(C)CC[C@@H]3O"	23986045	"26636903"	2455	"Prestwick"	"Prestw-687"	"Karakoline"	NA	NA	NA
"1213"	"Br.CN(C)CCCC1(OCC2=C1C=CC(=C2)C#N)C1=CC=C(F)C=C1"	77995	NA	4757	"Prestwick"	"Prestw-692"	"Citalopram Hydrobromide"	NA	NA	NA
"1214"	"[H][C@@]12CCC(=O)[C@@]1(C)CCC1([H])[C@@]2([H])CC[C@]2([H])C[C@H](O)CC[C@]12C"	6420080	"4925649"	4668	"Prestwick"	"Prestw-697"	"3-alpha-Hydroxy-5-beta-androstan-17-one"	NA	NA	NA
"1215"	"[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C"	9878	"9494"	4576	"Prestwick"	"Prestw-718"	"Fluorometholone"	NA	NA	NA
"1216"	"CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O"	29327	"27273"	2731	"Prestwick"	"Prestw-732"	"Streptozotocin"	NA	NA	NA
"1217"	"CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O"	29327	"27273"	2731	"Spectrum"	"01500543"	NA	"CAS: 18883-66-4 Source: synthetic Status: USAN, INN Therapeutic area: antineoplastic, alkylating agent"	NA	NA
"1218"	"[Na+].[H][C@@]1(NC(=O)CN2C=NN=N2)C(=O)N2C(C([O-])=O)=C(CSC3=NN=C(C)S3)CS[C@]12[H]"	23675322	NA	5680	"Prestwick"	"Prestw-736"	"Cefazolin sodium salt"	NA	NA	NA
"1219"	"[Na+].[H][C@@]1(NC(=O)CN2C=NN=N2)C(=O)N2C(C([O-])=O)=C(CSC3=NN=C(C)S3)CS[C@]12[H]"	23675322	NA	5680	"Spectrum"	"01500164"	NA	"CAS: 27164-46-1, 25953-19-9 [cefazolin] Source: semisynthetic Status: USP, INN, BAN Therapeutic area: antibacterial"	NA	NA
"1220"	"[K+].[K+].[H][C@]12C[C@@]3(CC[C@]4([H])[C@@H](C[C@H](C[C@@]4(C)[C@]3([H])CC1)O[C@H]1O[C@H](CO)[C@@H](OS([O-])(=O)=O)[C@H](OS([O-])(=O)=O)[C@H]1OC(=O)CC(C)C)C(O)=O)[C@@H](O)C2=C"	12299879	NA	701	"Prestwick"	"Prestw-737"	"Atractyloside potassium salt"	NA	NA	NA
"1221"	"[Na+].[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](O)C1=CC=CC=C1)C([O-])=O"	23672568	NA	6069	"Prestwick"	"Prestw-747"	"Cefamandole sodium salt"	NA	NA	NA
"1222"	"OS(O)(=O)=O.[H][C@]1(OC2[C@@H](N)C[C@@H](N)[C@H](O)[C@@]2([H])O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N"	51371415	"571117"	7995	"Prestwick"	"Prestw-758"	"Ribostamycin sulfate salt"	NA	NA	NA
"1223"	"NC1=NC=NC2=C1N=CN2C1O[C@H](CO)[C@@H](O)[C@@H]1O"	102198	"92329"	6881	"Prestwick"	"Prestw-768"	"Vidarabine"	NA	NA	NA
"1224"	"[H][C@@]12C[C@@H](C)C(OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])[C@H](Cl)CC2=CC(=O)C=C[C@]12C"	6713977	"5145966"	1336	"Prestwick"	"Prestw-771"	"Alclometasone dipropionate"	NA	NA	NA
"1225"	"[Na+].COC1=CC2=C(C=C1)C=C(C=C2)[C@@H](C)C([O-])=O"	23675324	NA	4056	"Prestwick"	"Prestw-791"	"(R) -Naproxen sodium salt"	NA	NA	NA
"1226"	"O.COC1=C(O)C=C2C(=O)OC3C(O)C(O)C(CO)OC3C2=C1O"	6419883	"4925497"	3341	"Prestwick"	"Prestw-811"	"Bergenin monohydrate"	NA	NA	NA
"1227"	"O.OC1CC2=C(O)C=C(O)C=C2OC1C1=CC(O)=C(O)C=C1"	24871278	"24227131"	7247	"Prestwick"	"Prestw-817"	"Catechin-(+,-) hydrate"	NA	NA	NA
"1228"	"[Na+].[Na+].[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)[C@H](C([O-])=O)C1=CC=C(O)C=C1)OC)C([O-])=O"	12856838	NA	3311	"Prestwick"	"Prestw-819"	"Moxalactam disodium salt"	NA	NA	NA
"1229"	"[Na+].[H][C@@]1(O[C@@](CC)(C[C@@H]1C)[C@@]1([H])CC[C@](O)(CC)[C@H](C)O1)[C@@H](CC)C(=O)[C@@H](C)[C@@H](O)[C@H](C)CCC1=CC=C(C)C(O)=C1C([O-])=O"	6426773	NA	2306	"Prestwick"	"Prestw-828"	"Lasalocid sodium salt"	NA	NA	NA
"1230"	"[H][C@]12CC3(OC(=O)C=C3C=C1)[C@@]1([H])CCCCN21"	6338099	"4892447"	7084	"Prestwick"	"Prestw-841"	"Securinine"	NA	NA	NA
"1231"	"Cl.[H][C@@]1(O[C@]2([H])OC(C)(C)O[C@]2([H])[C@H]1OCCCN(C)C)[C@H](O)CO"	9798098	"7973864"	4773	"Prestwick"	"Prestw-845"	"Amiprilose hydrochloride"	NA	NA	NA
"1232"	"Cl.CC(C)(C)NC[C@H](O)COC1=CC=CC2=C1CCCC2=O"	441415	"390150"	554	"Prestwick"	"Prestw-847"	"(-) -Levobunolol hydrochloride"	NA	NA	NA
"1233"	"Cl.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1"	62878	"56607"	6213	"Prestwick"	"Prestw-851"	"Paroxetine Hydrochloride"	NA	NA	NA
"1234"	"Cl.FC1=CC=C(C=C1)[C@@H]1CCNC[C@H]1COC1=CC2=C(OCO2)C=C1"	62878	"56607"	6213	"Spectrum"	"01504085"	NA	"CAS: 61869-08-7 Source: synthetic Status: USP, INN, BAN Therapeutic area: antidepressant"	NA	NA
"1235"	"N[C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C(O)=O"	5920	"5707"	8032	"Prestwick"	"Prestw-853"	"Liothyronine"	NA	NA	NA
"1236"	"Cl.CC(C)(C)NC[C@@H](O)COC1=CC=CC2=C1CCCC2=O"	6420066	"4925639"	553	"Prestwick"	"Prestw-857"	"(+) -Levobunolol hydrochloride"	NA	NA	NA
"1237"	"C[C@@H]1NC(=O)NC1=O"	6419931	"4925534"	4440	"Prestwick"	"Prestw-860"	"Methylhydantoin-5-(L)"	NA	NA	NA
"1238"	"C[C@@H]1NC(=O)NC1=O"	6419931	"4925534"	4582	"Prestwick"	"Prestw-864"	"Methylhydantoin-5-(D)"	NA	NA	NA
"1239"	"[H][C@@]1(CC[C@@]2([H])[C@@H](C)C=CC3=C[C@H](C)C[C@H](OC(=O)C(C)(C)CC)[C@]23[H])C[C@@H](O)CC(=O)O1"	54454	"49179"	1357	"Prestwick"	"Prestw-865"	"Simvastatin"	NA	NA	NA
"1240"	"NC1=NC(=O)N(C=N1)C1O[C@H](CO)[C@@H](O)[C@H]1O"	23760137	"24673654"	6851	"Prestwick"	"Prestw-866"	"Azacytidine-5"	NA	NA	NA
"1241"	"OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1"	5280445	"4444102"	7552	"Prestwick"	"Prestw-870"	"Luteolin"	NA	NA	NA
"1242"	"OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC(O)=C(O)C=C1"	5280445	"4444102"	7699	"MIPE"	"NCGC00016467-05"	NA	"CAS:491-70-3"	"Mechanism: Phosphodiesterase IIII (PDE4) inhibitor, Aldose Reductase Inhibitors
MAO-A Inhibitors
Xanthine Oxidase Inhibitors
alpha-Glucosidase Inhibitors
Antiinflammatory"	"Source: Selleck/S2320"
"1243"	"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2"	5770	"5566"	3295	"Prestwick"	"Prestw-875"	"Reserpine"	NA	NA	NA
"1244"	"[H][C@]12C[C@@H](OC(=O)C3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2"	5770	"5566"	3295	"Tocris"	"2742"	"Reserpine"	"CAS: 50-55-5"	"Inhibitor of vesicular monoamine transport"	NA
"1245"	"[H][C@@]12[C@@H](C)[C@H](C)CC[C@@]1(CC[C@]1(C)C2=CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O"	64945	"58472"	4406	"Prestwick"	"Prestw-89"	"Ursolic acid"	NA	NA	NA
"1246"	"O.OC[C@H]1OC(OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O"	25102703	"26402804"	7371	"Prestwick"	"Prestw-892"	"Esculin Hydrate"	NA	NA	NA
"1247"	"CC(C)CC1=CC=C(C=C1)[C@H](C)C(O)=O"	39912	"36498"	771	"Prestwick"	"Prestw-907"	"S-(+)-ibuprofen"	NA	NA	NA
"1248"	"O[C@H]([C@@H](O)C(O)=O)C(O)=O.CC(C)NC[C@@H](O)C1=CC(O)=C(O)C=C1"	2724018	"2006193"	885	"Prestwick"	"Prestw-911"	"(+)-Isoproterenol (+)-bitartrate salt"	NA	NA	NA
"1249"	"CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CN=CN2)NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC"	6714010	"5145999"	2293	"Prestwick"	"Prestw-919"	"Bacitracin"	NA	NA	NA
"1250"	"CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1"	180559	"157120"	886	"Prestwick"	"Prestw-953"	"(S)-(-)-Atenolol"	NA	NA	NA
"1251"	"Cl.[H][C@]12C[C@@H](O)[C@H](OC)[C@@H](C(O)=O)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2"	17751039	"16498844"	3299	"Prestwick"	"Prestw-984"	"Reserpinic acid hydrochloride "	NA	NA	NA
"1252"	"[H][C@@]1(O[C@H]2CC[C@]3(C)C4CC[C@]5(C)[C@H](CC[C@]5(O)C4CCC3=C2)C2=COC(=O)C=C2)O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O"	9828429	"8004169"	4447	"Prestwick"	"Prestw-986"	"Proscillaridin A"	NA	NA	NA
"1253"	"[H][C@]12[C@@H](CC[C@]1(CO)CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])CC[C@@]12C)C(C)=C"	72326	"65272"	207	"Prestwick"	"Prestw-990"	"Betulin"	NA	NA	NA
"1254"	"NC1=NC=NC2=C1C(=CN2[C@H]1C[C@H](CN2CCCC2)C1)C1=CC(OCC2=CC=CC=C2)=CC=C1"	91997702	"23306098"	6867	"SelleckChem"	"S1088"	NA	"CAS:475488-23-4"	"Targets: IGF-1R"	NA
"1255"	"CCO.NC(SC1=CC=CC=C1N)=C(C#N)/C(/C#N)=C(N)SC1=C(N)C=CC=C1"	65399	NA	6501	"SelleckChem"	"S1102"	NA	"CAS:1173097-76-1"	"Targets: MEK "	NA
"1256"	"CN1N=C(N)C2=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C3=C2C1=NC=N3"	123832062	"58865"	5946	"SelleckChem"	"S1117"	NA	"CAS:35943-35-2"	"Targets: Akt"	NA
"1257"	"CO[C@@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)C=C(C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)C=CC=CC=C(C)[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO"	24906273	"29211619"	3261	"SelleckChem"	"S1120"	NA	"CAS:159351-69-6"	"Targets: mTOR"	NA
"1258"	"CN(C)CCOC1=CC=C(C=C1)C1=NC(=C(N1)C1=CC=C2C(CCC2=N/O)=C1)C1=CC=NC=C1"	56965900	"19912528"	4803	"SelleckChem"	"S2220"	NA	"CAS:405554-55-4 "	"Targets: Raf"	NA
"1259"	"OC1=C(C=CC(F)=C1)C1=CC=C(O1)C=C1/SC(=O)NC1=O"	25254071	"21374441"	7544	"SelleckChem"	"S2671"	NA	"CAS:900515-16-4"	"Targets: PI3K"	NA
"1260"	"C[C@H](O)C(=O)N1CCN(CC2=C(C)C3=NC(=NC(N4CCOCC4)=C3S2)C2=CN=C(N)N=C2)CC1"	51346455	"26325996"	4514	"SelleckChem"	"S2696 "	NA	"CAS:1032754-93-0"	"Targets: mTOR, PI3K"	NA
"1261"	"CC(=O)NCC(=O)N1[C@H]2CC[C@@H]1C1=C2C=CC(NC2=NC(NC3CCC3)=C(C=N2)C(F)(F)F)=C1"	6710724	"28637806"	256	"SelleckChem"	"S2725 "	NA	"CAS:942487-16-3"	"Targets: Aurora Kinase, FAK"	NA
"1262"	"COC(=O)C[C@H]1C(C)(C)[C@@H](O)C[C@@H]2O[C@]34CC(=O)O[C@@H](C5=COC=C5)[C@]3(C)CC[C@H](C4=C)[C@]12C"	6708562	"5142875"	3030	"Spectrum"	"00100096"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"1263"	"COC(=O)CC1C(C)(C)C(O)C[C@@H]2O[C@]34CC(=O)O[C@@H](C5=COC=C5)[C@]3(C)CCC(C4=C)[C@]12C"	6708586	"5140716"	3030	"Spectrum"	"00100114"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"1264"	"CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]3(C)[C@@H](CC2C1(C)C)OC(C)=O)C1=COC=C1"	6708514	"5140740"	414	"Spectrum"	"00100201"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"1265"	"CC(=O)O[C@@H]1CC[C@]2(C)C3CC[C@@]4(C)[C@@H](OC(=O)C=C4[C@]3(C)[C@@H](CC2C1(C)C)OC(C)=O)C1=COC=C1"	6708669	"5140668"	392	"Spectrum"	"00100205"	NA	"Source: Meliaceae spp Status: undetermined activity"	NA	NA
"1266"	"[H][C@@]12CCC3C4CC5O[C@@]6(CCC(C)CO6)[C@@H](C)C5[C@@]4(C)CCC3[C@@]1(C)CC[C@@H](C2)OC(C)=O"	6708661	"5140823"	4540	"Spectrum"	"00100296"	NA	"Source: Lycopersicon pimpimellifolium & Agave app. Status: undetermined activity Literature: Phytochemistry 39: 1103 (1905); 40: 521 (1996)"	NA	NA
"1267"	"[H][C@]12CCC3C4CC5O[C@@]6(CCC(C)CO6)[C@@H](C)C5[C@@]4(C)CCC3[C@@]1(C)CC[C@@H](C2)OC(C)=O"	16667676	"5140815"	4609	"Spectrum"	"00100298"	NA	"Source: Smilax ornata, Agave & Yucca spp Status: undetermined activity"	NA	NA
"1268"	"Cl.[H][C@@]12CCC3C4C[C@@H]5O[C@@]6(CCC(C)CN6)[C@@H](C)[C@@H]5[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)C2"	6708615	"17347324"	4610	"Spectrum"	"00100301"	NA	"CAS: 69004-03-1 Source: Lycospercion and Solanum spp. Status: undetermined activity Literature: J Am Chem Soc 73: 4018 (1951)"	NA	NA
"1269"	"[H][C@@]12CCC3C4C[C@@H]5O[C@]6(CC[C@@H](C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)C2"	6708723	"5140769"	4611	"Spectrum"	"00100315"	NA	"CAS: 77-60-1 Source: Agavaceae, Dioscoreaceae, Solanaceae, Scrophulariaceae, Liliaceae genera Status: undetermined activity Literature: Chem Ind 1954:1320"	NA	NA
"1270"	"C[C@H]1C2C(CC3C4CC=C5C[C@@H](O)CC[C@]5(C)C4CC[C@]23C)O[C@]11CC[C@@H](C)CO1"	6710642	"5140877"	4605	"Spectrum"	"00100318"	NA	"CAS: 512-04-9 Source: Clintonia, Dioscorea and Solanum spp, Trillium erectum, Balanites aegyptiaca, Aletris farinosa Status: experimental Literature: Konstitution und Vorkommen der Organischen Pflanzenstoffe,2nd edn, # 2095 (1972); Anal Profiles Drug Subst 23:99 (1994) Therapeutic area: antiinflammatory, estrogen; LD50(rat) 4872 mg/kg ip. LD50 (mouse) >8000 mg/kg po "	NA	NA
"1271"	"C[C@H]1C2[C@H](C[C@H]3C4CC=C5C[C@@H](O)CC[C@]5(C)C4CC[C@]23C)O[C@]11CC[C@@H](C)CN1"	485707	"5142794"	4606	"Spectrum"	"00100537"	NA	"CAS: 126-17-0 Source: numerous Solanum spp Status: experimental Literature: J Am Chem Soc 76: 4245 (1954); Alkaloids 19: 81 (1981) Therapeutic area: antineoplastic, antiinflammatory"	NA	NA
"1272"	"CC1(C)CC[C@@]2(CC[C@]3(C)C(=CCC4[C@@]5(C)CC[C@@H](O)C(C)(C)C5CC[C@@]34C)C2C1)C(O)=O"	6708614	"425905"	1106	"Spectrum"	"00100550"	NA	"CAS: 508-02-1 Source: leaves of Olea europea and Viscum album L. Status: undetermined activity Literature: J Chem Soc (C) 1939: 1047"	NA	NA
"1273"	"[H][C@]12CCC3C4C[C@@H]5O[C@]6(CCC(C)CO6)[C@@H](C)[C@@H]5[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)C2"	5321342	"5140768"	4608	"Spectrum"	"00107013"	NA	"CAS: 126-18-1 Source: Smilax spp. Status: undetermined activity Literature: J Chem Soc 1936: 1399"	NA	NA
"1274"	"CCC(CCC(C)[C@H]1CCC2C3CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C)C(C)C"	10603	"4479121"	2298	"Spectrum"	"00107022"	NA	"CAS: 83-46-5 Source: widespread in plants Status: undetermined activity Literature: J Am Chem Soc 48: 2987 (1926)"	NA	NA
"1275"	"OC1=CC2=C(C=C1O)C1C3=C(OCC1(O)C2)C(O)=C(O)C=C3"	623060	"10158"	7724	"Spectrum"	"00200010"	NA	"CAS: 517-28-2 Source: Haemotoxylon campechianum Status: undetermined activity Literature: Bul Soc Chim Fr 1972: 3292"	NA	NA
"1276"	"COC1=CC2=C(C=C1)C1COC3=C(C=CC(O)=C3)C1O2"	196990	"541329"	4004	"Spectrum"	"00201156"	NA	"Source: widespread in Fabaceae Status: undetermined activity Literature: Chem & Ind 1965: 562"	NA	NA
"1277"	"CC[C@@]1(O)C[C@H](O[C@H]2C[C@@H]([C@H](O)[C@H](C)O2)N(C)C)C2=C(O)C3=C(C=C2[C@H]1C(=O)OC)C(=O)C1=C(C(O)=CC=C1O)C3=O"	6708538	"170609"	2279	"Spectrum"	"00201604"	NA	"CAS: 668-17-7 Source: Streptomyces spp Status: experimental Literature: Tet Letters 1959: 17; Chem Ber 92: 1904 (1959) Therapeutic area: antibacterial"	NA	NA
"1278"	"CC(CCC=C(C)C)[C@@H]1CC[C@]2(C)C3=C(CC[C@@]12C)C1(C)CC[C@H](O)C(C)(C)C1CC3"	9064	"5140692"	4487	"Spectrum"	"00201697"	NA	"CAS: 514-47-6 Source: Euphorbia spp. Status: undetermined activity Literature: J Chem Soc 1944:249; 1958:179"	NA	NA
"1279"	"O[C@H]1CC2=C(O[C@@H]1C1=CC=C(O)C(O)=C1)C=C(O)C=C2O"	72276	"8711"	7505	"Spectrum"	"00210205"	NA	"CAS: 154-23-4 Source: tea and cocoa constituent; (+) catechin Status: INN, JAN Therapeutic area: hepatoprotectant"	NA	NA
"1280"	"O[C@@H]1CC2=C(O[C@@H]1C1=CC(O)=C(O)C=C1)C=C(O)C=C2O"	827	"65230"	7484	"Spectrum"	"00210206"	NA	"CAS: 490-46-0 Source: tea and cocoa constituent Status: experimental Literature: J Chem Soc 1969: 1824; Acta Cryst C 40: 2068 (1984) Therapeutic area: antioxidant"	NA	NA
"1281"	"[H]C(O)(CO)C([H])(O)C([H])(O)CO"	6710749	"804"	7341	"Spectrum"	"00211539"	NA	"CAS: 488-82-4 Source: Lecanora sordida & other lichen & fungi Status: undetermined activity"	NA	NA
"1282"	"[H]C(O)(CO)C([H])(O)C([H])(O)CO"	6710749	"804"	7352	"Spectrum"	"00310002"	NA	"CAS: 488-81-3 Source: Adonis spp Status: undetermined activity Literature: Pharm Acta Helv 23: 153 (1948); JACS 104: 1109 (1982); J Chem Soc 1983: 1553"	NA	NA
"1283"	"CC(CCC=C(C)C)C1CC[C@@]2(C)C3=C(CC[C@]12C)C1(C)CC[C@H](O)C(C)(C)C1CC3"	6710661	"5142900"	4488	"Spectrum"	"00240470"	NA	"CAS: 79-63-0 Source: wool fat of sheep Status: undetermined activity"	NA	NA
"1284"	"[H][C@@]12C[C@H](O)CC[C@]1(C)C1CC[C@]3(C)[C@H](CCC3C1C[C@@H]2O)C(C)CCC(O)=O"	6710656	"5142813"	4483	"Spectrum"	"00270049"	NA	"CAS: 83-49-8 Source: pig bile Status: undetermined activity Literature: J Chem Soc 1990: 1"	NA	NA
"1285"	"[H][C@@]12CCC3C4CCC(C(C)CCCC(C)C)[C@@]4(C)CCC3[C@@]1(C)CCC(=O)C2"	6708576	"5142808"	724	"Spectrum"	"00270088"	NA	"CAS: 566-88-1 Source: minor mammalian sterol Status: undetermined activity"	NA	NA
"1286"	"CC(=O)OC1CC(C)=CCCC(C)=CCC[C@](C)(O)C2CC1C(=C)C(=O)O2"	94315	"5257096"	338	"Spectrum"	"00300037"	NA	"CAS: 28068-69-1 Source: numerous gorgonids; mp 123-125 C Status: experimental Literature: Rec Trav Chem 88: 1413 Therapeutic area: antiviral"	NA	NA
"1287"	"O[N+]([O-])=O.CC[C@@H]1[C@@H](CC2=CN=CN2C)COC1=O"	5701996	NA	2270	"Spectrum"	"00300340"	NA	"CAS: 531-35-1 (base) Source: semisynthetic Status: experimental Literature: J Nat Prod 55:194 (1992) Therapeutic area: miotic"	NA	NA
"1288"	"[H]N1C2=C(C=CC(OC)=C2)C2=C1[C@]1([H])C[C@]3([H])[C@@H]([C@@H](OC)[C@@H](C[C@]3([H])CN1CC2)OC(=O)C1=CC(OC)=C(OC)C(OC)=C1)C(=O)OC"	16667748	"4642389"	3293	"Spectrum"	"00300534"	NA	"CAS: 482-85-9 Source: semisynthetic Status: experimental Therapeutic area: antihypertensive"	NA	NA
"1289"	"OS(O)(=O)=O.C1CCN2C[C@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1"	6728944	"17600672"	136	"Spectrum"	"00300548"	NA	"CAS: 6160-12-9, 299-39-8 [anhydrous], 90-39-1 [sparteine] Source: Lupinus spp and other Leguminosae Status: USAN, BIN, JAN Literature: J Chem Soc 1949: 663 Therapeutic area: oxytocic"	NA	NA
"1290"	"C[C@@H]1O[C@@H](OC[C@H]2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O"	5701998	"5160552"	4444	"Spectrum"	"00300607"	NA	"CAS: 153-18-4 Source: Ruta graveolens, widespread in plants Status: NF-IX, INN, BAN, JAN Therapeutic area: vascular protectant"	NA	NA
"1291"	"C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O"	6708665	"5791"	4657	"Spectrum"	"00307023"	NA	"CAS: 58-22-0 Source: mamallian male hormone Status: USP, INN, BAN Therapeutic area: androgen, antineoplastic"	NA	NA
"1292"	"[H][C@@]12CC[C@@H](C)C11CC(C2(C)C)[C@](C)(O)CC1"	167266	"5140819"	4411	"Spectrum"	"00307059"	NA	"CAS: 77-53-2 Source: Common constitutent in the Family Cupressaceae Status: experimental Literature: J Org Chem 43: 1964 (1978) Therapeutic area: acaricide"	NA	NA
"1293"	"Cl.C1CCC(NC1)C1=CN=CC=C1"	2754097	"146340"	132	"Spectrum"	"00310004"	NA	"CAS: 13078-04-1 (anabasine) Source: Anabasis aphylla & Nicotiana spp Status: agricultural use Literature: J Am Chem Soc 57: 959 (9154) Therapeutic area: insecticide "	NA	NA
"1294"	"[H][C@@]12CCC3C4CCC(=O)[C@@]4(C)CCC3[C@@]1(C)CC[C@H](O)C2"	72724	"2035056"	4671	"Spectrum"	"00310009"	NA	"Source: in normal human urine Status: undetermined activity Literature: J Am Chem Soc 75: 2275 (9153)"	NA	NA
