"Structure_ID"	"Hypergeo_pval"	"Original_molecule_SMILES"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"1489"	"2650"	"1"	"CN(C)C1=CC=C(C=CC(=O)C2=C(O)C=CC(Cl)=C2)C=C1"	"NCI"	"GPHR-00220345"	NA	NA	NA	NA
"1490"	"2653"	"1"	"CN(C)C1=CC=C(C=CC2=NC3=C(C=CC=C3)C=C2)C=C1"	"NCI"	"GPHR-00220030"	NA	NA	NA	NA
"1491"	"2656"	"1"	"CN(C)C1=CC=C(C=NNC(=O)C2=CC3=C(C=CC=C3)N=C2)C=C1"	"NCI"	"GPHR-00220499"	NA	NA	NA	NA
"1492"	"2657"	"1"	"CN(C)C1=CC=C(C=C2C3=CC(C4=CC=C(Cl)C=C4)=[N+](C)N3C3=CC=CC=C23)C=C1"	"NCI"	"GPHR-00221641"	NA	NA	NA	NA
"1493"	"2659"	"1"	"OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CN(C)C1=C(C)C=C(CN2C=NC3=C2C[C@H](N(C3)C(=O)C(C2=CC=CC=C2)C2=CC=CC=C2)C(O)=O)C=C1"	"Tocris"	"1361"	"PD 123319"	"CAS: 130663-39-7"	"  AT2 antagonist"	NA
"1494"	"2660"	"1"	"CN(C)C1=CC(C)=C(C=C1)N=NC1=CC2=CC=CN=C2C=C1"	"NCI"	"GPHR-00220335"	NA	NA	NA	NA
"1495"	"2661"	"1"	"CN(C)C1=CC=C(NC(=O)NC2=CC(C)=NC3=C(F)C=C(F)C=C23)C=C1"	"MIPE"	"NCGC00025330-01"	NA	"CAS:288150-92-5"	"Mechanism: Orexin OX-1 Antagonists "	"Source: Selleck/S1545"
"1496"	"2662"	"1"	"CN(C)C1=CC=C(NC2=NN(C(=O)C3=C(F)C=CC=C3F)C(N)=N2)C=C1"	"MIPE"	"NCGC00244250-02"	NA	"CAS:1261496-45-0"	"Mechanism: Tyk 2 inhibitor"	"Source: in house synthesis"
"1497"	"2663"	"1"	"Cl.[H][C@@]12CC3=C(C(O)=CC=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](C(C)C)[C@]1([H])C2"	"LOPAC"	"M9511"	"Minocycline hydrochloride"	"Basement membrane protease inhibitor; inhibits endothelial cell proliferation and angiogenesis."	NA	NA
"1498"	"2664"	"1"	"CN(C)C1C2CC3CC4=C(C(O)=CC=C4N(C)C)C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O"	"John Hopkins"	"JHU- 6505"	NA	"Therapeutic area: Antibiotic"	NA	NA
"1499"	"2665"	"1"	"CN(C)C1=CC=C(C=C2/C(=O)NC3=CC=CC=C23)C=C1"	"LOPAC"	"S8567"	"SU 4312; 3-(4-Dimethylaminobenzylidenyl)-2-indolinone"	"Vascular endothelial growth factor (VEGF) receptor protein tyrosine kinase 1/2 (KDR) and platelet derived growth factor (PDGF) receptor inhibitor"	NA	NA
"1500"	"2667"	"1"	"CN(C)C1=CC=C(C=C1)C1=NC2=C(N3CCN(CC(=O)NC4=NC=CS4)CC3)C(Cl)=CN=C2N1"	"MIPE"	"NCGC00346539-01"	NA	"CAS:942947-93-5"	"Mechanism: Aurora Kinase Inhibitor"	"Source: Selleck/S1519"
"1501"	"2668"	"1"	"CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO"	"MIPE"	"NCGC00263617-05"	NA	"CAS:251456-60-7"	"Mechanism: Histone Deacetylase (HDAC) Inhibitor"	"Source: Selleck/S2779"
"1502"	"2669"	"1"	"CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)[N+]([O-])=O"	"NCI"	"GPHR-00220512"	NA	NA	NA	NA
"1503"	"2670"	"1"	"CN(C)C1=CC=C(C=C1)N=NC1=C2OC=CC2=CC=C1"	"NCI"	"GPHR-00220334"	NA	NA	NA	NA
"1504"	"2671"	"1"	"CN(C)C1=CC=C(C=C1)N=NC1=NC=CC=C1"	"NCI"	"GPHR-00219716"	NA	NA	NA	NA
"1505"	"2675"	"1"	"CN(C)C1=CC=C2N(C(=O)C3=CC=CC=C3)C3=CC=C(C=C3SC2=C1)N(C)C"	"NCI"	"GPHR-00220663"	NA	NA	NA	NA
"1506"	"2676"	"1"	"CN(C)C1=CC=C2NC(=O)C(=C/NC3=CC=C(C=C3)S(N)(=O)=O)C2=C1"	"PKIS1"	"GW416469X"	NA	"Oxindole-Based Inhibitors of Cyclin-Dependent Kinase 2 (CDK2): Design, Synthesis, Enzymatic Activities, and X-ray Crystallographic Analysis.    Journal of Medicinal Chemistry  (2001),  44(25),  4339-4
358."	NA	NA
"1507"	"2677"	"0.544600938967135"	"CN(C)C1=CC2=C(C=C1)[N+](C)=C(C=CC1=C(C)N(C(C)=C1)C1=CC=CC=C1)C=C2.OC(=O)C1=C(O)C(CC2=C3C=CC=CC3=CC(C(O)=O)=C2O)=C2C=CC=CC2=C1"	"John Hopkins"	"JHU- 8532"	NA	"Therapeutic area: Anthelminithic"	NA	NA
"1508"	"2681"	"0.277792541411994"	"CN(C)C1=CC2=[S+]C3=C(C=CC(=C3)N(C)C)N=C2C=C1"	"John Hopkins"	"JHU- 6352"	NA	"Therapeutic area: Hemantic"	NA	NA
"1509"	"2682"	"1"	"CN(C)C1=CC=CC(C=C(C#N)C2=CC=CC=C2)=C1"	"NCI"	"GPHR-00220008"	NA	NA	NA	NA
"1510"	"2683"	"1"	"CN(C)C1=C(C(=O)NC(=O)NC2=CC=C(Cl)C=C2)C(F)=CC=C1"	"NCI"	"GPHR-00221273"	NA	NA	NA	NA
"1511"	"2684"	"0.408450704225352"	"CN(C)C1=CC(=CC=C1)C(=O)NC1=CC=C(C)C(NC(=O)C2=CC=C(O)C=C2)=C1"	"MIPE"	"NCGC00025109-01"	NA	"CAS:208260-29-1"	"Mechanism: Raf Kinase Inhibitors "	"Source: Selleck/S2720"
"1512"	"2685"	"1"	"Cl[H].CN(C)C1=CC=CC2=C(C=CC=C12)S(=O)(=O)NC1=C(C)C(C)=NO1"	"Tocris"	"1441"	"BMS 182874 hydrochloride"	"CAS: 153042-42-3"	"   ET-A antagonist"	NA
"1513"	"2686"	"1"	"CN(C)C1=CC=CC=C1CN1CCCN(CC2=C(C=CC=C2)N(C)C)C1C1=CC=NC=C1"	"MIPE"	"NCGC00014352-03"	NA	"CAS:500579-04-4"	"Mechanism: Hedgehog pathway inhibitor"	"Source: SynKinase/SYN-3003"
"1514"	"2687"	"1"	"CN(C)C1=NC(SS1)=NCC1=CC=CO1"	"NCI"	"GPHR-00220660"	NA	NA	NA	NA
"1515"	"2688"	"1"	"CN(C)C1=NC(SS1)=NC1=CC=CC(Cl)=C1"	"NCI"	"GPHR-00220721"	NA	NA	NA	NA
"1516"	"2689"	"1"	"CN(C)C1=NC(CC2=CC=C(NC(=O)C3=CC=C(C=C3)C(F)(F)F)C=C2)=NC(N(C)C)=C1CC(O)=O"	"MIPE"	"NCGC00345797-01"	NA	NA	"Mechanism: prostaglandin D2 CRTH2 inhibitor"	"Source: Chemietek/CT-AP761"
"1517"	"2691"	"1"	"Cl.CN(C)C1=C(Cl)N=C(C(=O)N=C(N)N)C(N)=N1"	"LOPAC"	"A4562"	"5-(N,N-Dimethyl)amiloride hydrochloride; .
3-Amino-N-(aminoiminoethyl)-5-(dimethylamino)-6-chloropyrazinecarboxamide hydrochloride; DMA"	"Selective blocker of Na+/H+ antiport"	NA	NA
"1518"	"2692"	"0.408450704225352"	"Cl.CN(C)C1=NC(N)=C(N=C1Cl)C(=O)NC1=CN=CC=C1"	"Tocris"	"2254"	"ACDPP"	"CAS: 37804-11-8"	"mGlu5 receptor antagonist"	NA
"1519"	"2693"	"1"	"CN(C)C1=NC(=NC(=N1)N(C)C)N(C)C"	"LOPAC"	"A8723"	"Altretamine; N,N,N',N',N'',N''-Hexamethyl-1,3,5-triazine-2,4,6-triamine"	"Antineoplastic"	NA	NA
"1520"	"2694"	"1"	"CN(C)C1=NC=NC2=C1NC=N2"	"PKIS2"	"SKF-31736"	NA	NA	NA	NA
"1521"	"2695"	"1"	"CN(C1CCCCC1)C(=O)CCCOC1=CC=C2NC(=O)C=CC2=C1"	"LOPAC"	"C7971"	"Cilostamide; OPC 3689"	"cGMP-inhibited phosphodieserase inhibitor (PDE III)"	NA	NA
"1522"	"2696"	"1"	"Cl.CN(C1CCCCC1)C(=O)C1=C(C)N2C(S1)=NC1=C2C=C(N)C=C1"	"Tocris"	"2448"	"YM 298198"	"CAS: 748758-45-4"	" non-competitive mGlu1 antagonist"	NA
"1523"	"2697"	"1"	"CN(C1CCN(CC1)C1=NC2=CC=CC=C2N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1"	"MIPE"	"NCGC00181013-01"	NA	"CAS:108612-45-9"	"Mechanism: Histamine H1 Receptor Antagonists"	"Source: Selleck/S2107"
"1524"	"2699"	"1"	"CN(C1CCOCC1)C(=O)C1=CC=C(C=C1)C1=NC=CC(=C1)C1=CNN=C1C1=CC=CC=N1"	"PKIS2"	"GW810083X"	NA	NA	NA	NA
"1525"	"2700"	"1"	"CN(C1CCC2=C(C1)C1=C(C=CC=C1)N2CC(O)=O)S(=O)(=O)C1=CC=C(F)C=C1"	"MIPE"	"NCGC00344391-02"	NA	"CAS:844639-57-2
"	"Mechanism: prostaglandin D2 CRTH2 inhibitor"	"Source: Chemietek/CT-AT002 "
"1526"	"2702"	"1"	"CN(CC(=O)N(CC1=CC=C(C=C1)C1CCCCC1)C1=CC=C(C(O)=O)C(O)=C1)S(=O)(=O)C1=C(F)C(F)=C(F)C(F)=C1F"	"MIPE"	"NCGC00345808-01"	NA	NA	"Mechanism: STAT-3 Inhibitor"	"Source: EMDMillipore/573132-10MG 
"
"1527"	"2706"	"1"	"CN(CCCN1C2=CC=CC=C2CCC2=CC=CC=C12)CC(=O)C1=CC=C(Cl)C=C1"	"NIHCC"	"SAM001246632"	"GPHR-00104057"	NA	NA	NA
"1528"	"2707"	"0.408450704225352"	"CN(CCCl)CCCl"	"John Hopkins"	"JHU- 6041"	NA	"Therapeutic area: Antineoplastic"	NA	NA
"1529"	"2708"	"1"	"Cl.Cl.CN(CCCl)CC1=CC(Cl)=C(N=C2NCCN2)C(Cl)=C1"	"LOPAC"	"B003"	"Chloroethylclonidine dihydrochloride; CEC dihydrochloride"	"Irreversible alpha1B-adrenoceptor alkylating agent"	NA	NA
"1530"	"2711"	"1"	"CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1"	"NIHCC"	"SAM001246608"	"GPHR-00101535"	NA	NA	NA
"1531"	"2712"	"1"	"CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=NC=CC=C1"	"MIPE"	"NCGC00095124-06"	NA	"CAS:302543-62-0 (HCl)
122320-73-4 (free base)"	"Mechanism: PPARgamma Agonists, Insulin Sensitizer"	"Source: Selleck/S2075 (HCl)/S2505 (maleate)/S2556 (freebase)"
"1532"	"2713"	"1"	"CN(CCOC1=CC=C(C[C@H](NC2=C(C=CC=C2)C(=O)C2=CC=CC=C2)C(O)=O)C=C1)C1=NC=CC=C1"	"LOPAC"	"G5668"	"GW1929; N-(2-Benzoylphenyl)-O-[2-(methyl-2-pyridinylamino)ethyl]-L-tyrosine;
N-(2-Benzoyl phenyl)-L-tyrosine"	"High affinity peroxisome proliferator-activated gamma (PPAR-gamma) agonist"	NA	NA
"1533"	"2716"	"1"	"CN(C)CCN(C)C(=O)C1=CC=C(NC(=O)NC2=CC=C(C=C2)C2=NC3=C(C=CN3CC(F)(F)F)C(=N2)N2CCOCC2)C=C1"	"MIPE"	"NCGC00263223-01"	NA	"CAS:1202884-94-3"	"Mechanism: PI3Kalpha inhibitor, mTOR kinase inhibitor"	"Source: Cayman Chemical Item Number 13838"
"1534"	"2717"	"1"	"Br.Br.CN(C)CCN(C)CCC1=CC(Cl)=C(Cl)C=C1"	"MIPE"	"NCGC00024901-03"	NA	"CAS:138356-20-4"	"Mechanism: sigma Receptor Antagonist"	"Source: ChemAxon/Axon 1215"
"1535"	"2718"	"1"	"Br[H].Br[H].CN(CCN1CCCC1)CCC1=CC(Cl)=C(Cl)C=C1"	"Tocris"	"0511"	"BD 1008 dihydrobromide"	"CAS: 138356-08-8"	" Sigma ligand"	NA
"1536"	"2719"	"1"	"CN(CCC1=NC=CC=C1)C1=CC2=C(C=C1)C1=C(C=CC=C1)C2=O"	"NCI"	"GPHR-00221302"	NA	NA	NA	NA
"1537"	"2721"	"1"	"CN(CS(O)(=O)=O)C1=C(C)N(C)N(C1=O)C1=CC=CC=C1"	"John Hopkins"	"JHU- 3242"	NA	"Therapeutic area: Analgesic"	NA	NA
"1538"	"2722"	"1"	"CN(C[C@H]1COCCO1)S(=O)(=O)NC1=CC2=C(C=C1)C=CC1=C(C=C(C=N1)C1=CN(C)N=C1)C2=O"	"MIPE"	"NCGC00346695-01"	NA	"CAS:917879-49--1"	"Mechanism: VEGFR-1 (Flt-1) Inhibitors , FGFR1 Inhibitors
FGFR2 Inhibitors
FGFR3 Inhibitors
Flt3 (FLK2/STK1) Inhibitors
HGFR (MET; c-Met) Inhibitors"	"Source: Selleck/S2774"
"1539"	"2723"	"1"	"CN(CC1=CC2=C(C=C1)N=C(C)NC2=O)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O"	"MIPE"	"NCGC00229704-01"	NA	"CAS:112887-68-0"	"Mechanism: thymidylate synthase inhibitor, pyrimidine antagonist"	"Source: Selleck/S1192"
"1540"	"2726"	"1"	"[H]OC(=O)CCC(N([H])C(=O)C1=CC=C(N(C)CC2=CN=C3N=C(N=C(N([H])[H])C3=N2)N([H])[H])C2=CC=CC=C12)C(=O)O[H]"	"NCI"	"GPHR-00221452"	NA	NA	NA	NA
"1541"	"2727"	"0.277792541411994"	"CN(CC1=NC2=C(N=C1)N=C(N)N=C2N)C1=CC=C(C=C1)C(=O)NC(CCC(O)=O)C(O)=O"	"John Hopkins"	"JHU- 12807"	NA	NA	NA	NA
"1542"	"2728"	"0.277792541411994"	"[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)N(C)CC1=NC2=C(N)N=C(N)N=C2N=C1)C(O)=O"	"LOPAC"	"A6770"	"Methotrexate; Methylaminopterin; MTX"	"Folic acid antagonist"	NA	NA
"1543"	"2732"	"0.417840375586854"	"CN(N=O)C1=C(O)C=CC(O)=C1"	"LOPAC"	"D8065"	"Dephostatin; 2-(N-methyl-N-nitroso)hydroquinone"	"CD45 protein tyrosine kinase inhibitor"	NA	NA
"1544"	"2733"	"0.417840375586854"	"CN(N=O)C1=CC(O)=C(O)C=C1"	"LOPAC"	"M9440"	"Me-3,4-dephostatin; 3,4-Dihydroxy-N-methyl-N-nitrosaline"	"Selective inhibitor of protein tyrosine phosphatase 1B and SHPTP-1"	NA	NA
"1545"	"2735"	"1"	"[H][C@@](CC1=CC=C(OS(=O)(=O)C2=CC=CC3=CN=CC=C23)C=C1)(N(C)S(=O)(=O)C1=CC=CC2=CN=CC=C12)C(=O)N1CCN(CC1)C1=CC=CC=C1"	"LOPAC"	"I2142"	"KN-62; 1-[N,O-bis(5-Isoquinolinesulfonyl)-N-methyl-L-tyrosyl]-4-phenylpiperazine"	"Selective inhibitor of rat brain Ca2+ /calmodulin-dependent protein kinase II"	NA	NA
"1546"	"2736"	"1"	"OC(C(O)C(O)=O)C(O)=O.CN([C@@H]1CCCC[C@@H]1N1CCCC1)C(=O)CC1=CC=C(Cl)C(Cl)=C1"	"LOPAC"	"U106"	"(-)-cis-(1S,2R)-U-50488 tartrate; (-)-(1S,2R)-cis-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]benzeneacetamide tartrate"	"Potent sigma receptor ligand."	NA	NA
"1547"	"2738"	"0.408450704225352"	"CS(O)(=O)=O.CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)CC1=CC=C(Cl)C(Cl)=C1"	"LOPAC"	"D8040"	"() trans-U-50488 methanesulfonate; trans-()-3,4-Dichloro-
N-methyl-N-[2-(1-pyrrolidinyl)-cyclohexyl]-benzeneacetamide methanesulfonate"	"Selective kappa opioid receptor agonist."	NA	NA
"1548"	"2739"	"0.408450704225352"	"Cl.CN([C@@H]1CCCC[C@H]1N1CCCC1)C(=O)CC1=CC=C(Cl)C(Cl)=C1"	"LOPAC"	"U110"	"(+)-trans-(1R,2R)-U-50488 hydrochloride; trans-(1R,2R)-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]-benzeneacetamide hydrochloride"	"kappa Opioid receptor agonist; less potent enantiomer of ()-trans-U-50488"	NA	NA
"1549"	"2740"	"0.408450704225352"	"Cl[H].CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)CC1=CC(Cl)=C(Cl)C=C1"	"Tocris"	"0495"	"()-U-50488 hydrochloride"	"CAS: 67198-13-4"	" kappa-opioid agonist "	NA
"1550"	"2741"	"1"	"CS(O)(=O)=O.CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1)C(=O)CC1=CC=C(Cl)C(Cl)=C1"	"LOPAC"	"U105"	"U-62066; Spiradoline mesylate"	"Highly selective kappa opioid receptor agonist; antitussive"	NA	NA
"1551"	"2742"	"1"	"CN([C@@H]1CC[C@]2(CCCO2)C[C@H]1N1CCCC1)C(=O)CC1=CC=CC=C1"	"LOPAC"	"U103"	"U-69593; (+)-(5alpha,7alpha,8beta)-N-Methyl-N-[7-(1-pyrrolidinyl)-1-oxaspiro[4.5]dec-8-yl]-benzeneacetamide"	"Selective kappa opioid receptor agonist"	NA	NA
"1552"	"2743"	"1"	"Cl[H].[H][C@](CN1CCCC1)(N(C)C(=O)CC1=CC(Cl)=C(Cl)C=C1)C1=CC=CC=C1"	"Tocris"	"0778"	"ICI 199,441 hydrochloride"	"CAS: 115199-84-3"	"kappa opioid agonist"	NA
"1553"	"2744"	"1"	"CN([C@H](CC1=CC=C(C=C1)C1=CC=CC=C1)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(O)=O)C(=O)C1=CC(C)=CC(C)=C1"	"Tocris"	"1838"	"IRL 2500"	"CAS: 169545-27-1"	"ET-B antagonist"	NA
"1554"	"2745"	"1"	"Cl.CN([C@H]1CCCC[C@@H]1N1CCCC1)C(=O)CC1=CC=C(Cl)C(Cl)=C1"	"LOPAC"	"U111"	"(-)-trans-(1S,2S)-U-50488 hydrochloride; trans-(1S,2S)-3,4-Dichloro-N-methyl-N-(2-[1-pyrollidinyl]cyclohexyl)benzeneacetamide hydrochloride"	"Potent kappa opioid receptor agonist; more potent enantiomer of ()-trans-U-50488"	NA	NA
"1555"	"2746"	"1"	"CN(C=NC1=C(C)C=C(C)C=C1)C=NC1=C(C)C=C(C)C=C1"	"Spectrum"	"01505299"	NA	"CAS: 33089-61-1 Source: synthetic; U-36059 Status: USP, INN, BAN Literature: Toxicol Appl Pharmacol 73:411 (1984); Toxicol Lett 28:99 (1985) Therapeutic area: scabicide"	NA	NA
"1556"	"2747"	"1"	"CN(N=CC1=CN=C2C=CC(Br)=CN12)S(=O)(=O)C1=CC(=CC=C1C)[N+]([O-])=O"	"MIPE"	"NCGC00346500-01"	NA	"CAS:945619-31-8"	"Mechanism: PI3K Inhibitor"	"Source: Selleck/S1205"
"1557"	"2748"	"1"	"Cl.CN(C1=CC=C(NC(=O)N2CCN(CCCN3CCOCC3)CC2)C=C1)C1=NC(NC2=CC=C(CS(C)(=O)=O)C=C2)=NC=C1"	"PKIS2"	"GW830899A"	NA	NA	NA	NA
"1558"	"2749"	"1"	"Cl.CN(C1=CC=C(NC(=O)NCCN2CCOCC2)C=C1)C1=CC=NC(NC2=CC=C(CS(C)(=O)=O)C=C2)=N1"	"PKIS1"	"GW830365A"	NA	"Discovery of a novel and potent series of dianilinopyrimidineurea and urea isostere inhibitors of VEGFR2 tyrosine kinase.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(15),  3519-3523."	NA	NA
"1559"	"2750"	"1"	"Cl.CN(C)CCNC(=O)NC1=CC=C(C=C1)N(C)C1=CC=NC(NC2=CC=C(CS(C)(=O)=O)C=C2)=N1"	"PKIS1"	"GW830900A"	NA	"Discovery of a novel and potent series of dianilinopyrimidineurea and urea isostere inhibitors of VEGFR2 tyrosine kinase.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(15),  3519-3523."	NA	NA
"1560"	"2751"	"1"	"CN(C1=CC=C(NC(=O)NC2=C(Cl)C=CC=C2Cl)C=C1)C1=CC=NC(NC2=CC=CC(CS(C)(=O)=O)=C2)=N1"	"PKIS1"	"GW809897X"	NA	"Discovery of a novel and potent series of dianilinopyrimidineurea and urea isostere inhibitors of VEGFR2 tyrosine kinase.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(15),  3519-3523."	NA	NA
"1561"	"2752"	"1"	"CN(C1=CC=C(NC(=O)NC2=CC(=CC=C2F)C(F)(F)F)C=C1)C1=NC(NC2=CC=C(C=C2)S(N)(=O)=O)=NC=C1"	"PKIS2"	"GW809893X"	NA	NA	NA	NA
"1562"	"2753"	"1"	"Cl.CN(C1=CC=C(NC(=O)NC2=CC=C(CN3CCN(C)CC3)C=C2)C=C1)C1=CC=NC(NC2=CC=C(CS(C)(=O)=O)C=C2)=N1"	"PKIS2"	"GW827654A"	NA	NA	NA	NA
"1563"	"2754"	"1"	"CN(C1=CC=C(NC(=O)NC2=CC=C(OC(F)(F)F)C=C2)C=C1)C1=CC=NC(NC2=CC=CC(=C2)S(N)(=O)=O)=N1"	"PKIS1"	"GW806742X"	NA	"Discovery of a novel and potent series of dianilinopyrimidineurea and urea isostere inhibitors of VEGFR2 tyrosine kinase.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(15),  3519-3523."	NA	NA
"1564"	"2755"	"1"	"Cl.CN(C1=CC=C(NC(=O)NC2=CC=C(C=C2)C(=O)N2CCN(C)CC2)C=C1)C1=CC=NC(NC2=CC=C(CS(C)(=O)=O)C=C2)=N1"	"PKIS1"	"GW830263A"	NA	"Discovery of a novel and potent series of dianilinopyrimidineurea and urea isostere inhibitors of VEGFR2 tyrosine kinase.    Bioorganic & Medicinal Chemistry Letters  (2005),  15(15),  3519-3523."	NA	NA
"1565"	"2757"	"0.0575338825405258"	"CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=NC=C1"	"MIPE"	"NCGC00188865-02"	NA	"CAS:635702-64-6 (HCl), 444731-52-6 (freebase)"	"Mechanism: multi-kinase, c-Kit, PDGFR, VEGFR"	"Source: Selleck/S1035 (HCl)/S3012 (freebase)"
"1566"	"2758"	"1"	"Cl.CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=CC(=C2)S(N)(=O)=O)=N1"	"PKIS1"	"GW771127A"	NA	"Discovery of 5-[[4-[(2,3-Dimethyl-2H-indazol-6-yl)methylamino]-2-pyrimidinyl]amino]-2-methyl-benzenesulfonamide (Pazopanib), a Novel and Potent Vascular Endothelial Growth Factor Receptor Inhibitor.  
  Journal of Medicinal Chemistry  (2008),  51(15),  4632-4640."	NA	NA
"1567"	"2759"	"1"	"Cl.Cl.CN(C1=CC2=NN(CC3=CC=CC=C3)C(C)=C2C=C1)C1=NC(NC2=CC(=CC=C2)S(N)(=O)=O)=NC=C1"	"PKIS2"	"GW787226A"	NA	NA	NA	NA
"1568"	"2760"	"1"	"Cl.CN(C1=CC=C2C(C)=NN(C)C2=C1)C1=CC=NC(NC2=CC=CC(=C2)S(N)(=O)=O)=N1"	"PKIS1"	"GW770220A"	NA	"Discovery of 5-[[4-[(2,3-Dimethyl-2H-indazol-6-yl)methylamino]-2-pyrimidinyl]amino]-2-methyl-benzenesulfonamide (Pazopanib), a Novel and Potent Vascular Endothelial Growth Factor Receptor Inhibitor.  
  Journal of Medicinal Chemistry  (2008),  51(15),  4632-4640."	NA	NA
"1569"	"2763"	"1"	"CN(C1=CC=CC(Cl)=C1)S(=O)(=O)C1=CC=C2NC(=O)C(=C/C3=C(C)C(C(=O)N4CCN(C)CC4)=C(C)N3)C2=C1"	"MIPE"	"NCGC00165902-02"	NA	"CAS:658084-23-2"	"Mechanism: HGFR (MET; c-Met) Inhibitor"	"Source: Selleck/S1080"
"1570"	"2766"	"1"	"CC1=CC=C(C=C1)S(O)(=O)=O.CN(C1=NC=CC=C1CNC1=NC(NC2=CC=C3NC(=O)CC3=C2)=NC=C1C(F)(F)F)S(C)(=O)=O"	"MIPE"	"NCGC00242495-01"	NA	"CAS:939791-38-5"	"Mechanism: Focal Adhesion Kinase (FAK) Inhibitor"	"Source: SynKinase/SYN-1064"
"1571"	"2767"	"0.417840375586854"	"CN1C2=C(C=CC=C2)C(C)(C)C1=C=CC1=CC(I)=C(O)C(I)=C1"	"NCI"	"GPHR-00220797"	NA	NA	NA	NA
"1572"	"2771"	"1"	"CN1C(=O)C(NC2=CC=CC=C2)=C(C1=O)C1=CC=CC=C1"	"PKIS2"	"SB-300079"	NA	NA	NA	NA
"1573"	"2778"	"1"	"CN1C(=S)NC(CC2=CNC3=C2C=CC=C3)C1=O"	"MIPE"	"NCGC00092372-01"	NA	"CAS:4311-88-0"	"Mechanism: RIP Kinase inhibitor, Indoleamine 2,3-dioxygenase Inhibitor"	"Source: ChemAxon/Axon 1258  "
"1574"	"2780"	"1"	"CN1C(C(=O)NC2=NC=CC=C2)C(=O)C2=C(C=CC=C2)S1(=O)=O"	"John Hopkins"	"JHU- 8007"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"1575"	"2782"	"1"	"CN1C(C(=O)NC2=NC=CC=C2)C(=O)C2=C(C=CS2)S1(=O)=O"	"John Hopkins"	"JHU- 9890"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"1576"	"2783"	"1"	"CN1C(C(=O)NC2=NC=C(C)S2)=C(O)C2=C(C=CC=C2)S1(=O)=O"	"John Hopkins"	"JHU- 6107"	NA	"Therapeutic area: Antiinflammatory"	NA	NA
"1577"	"2786"	"1"	"[H]OC(=O)C([H])([H])C([H])([H])C([H])(N([H])C(=O)C1=C([H])C([H])=C(N([H])C([H])([H])C([H])([H])C2([H])N(C3=C(N=C(N=C3O[H])N([H])[H])N([H])C2([H])[H])C([H])([H])[H])C([H])=C1[H])C(=O)O[H]"	"NCI"	"GPHR-00221654"	NA	NA	NA	NA
"1578"	"2791"	"1"	"[H][C@]12N(C)C3=C(C=CC=C3)C(=O)N1CCC1=C2NC2=C1C=CC=C2"	"MIPE"	"NCGC00163553-02"	NA	"CAS:518-17-2"	"Mechanism: Alkaloid, Apoptosis Inducers "	"Source: Selleck/S2382"
"1579"	"2792"	"1"	"CN1C=CC(=CC=C2C=CC(=O)C=C2)C=C1"	"NCI"	"GPHR-00219846"	NA	NA	NA	NA
"1580"	"2794"	"1"	"[H][C@]12CC3=C(NC4=C3C=CC=C4)[C@H](N1C(=O)CN(C)C2=O)C1=CC=C2OCOC2=C1"	"MIPE"	"NCGC00168781-01"	NA	"CAS:171596-29-5"	"Mechanism: Phosphodiesterase V (PDE5) inhibitor"	"Source: Selleck/S1512"
"1581"	"2796"	"1"	"CN1CC(=O)N=C1NC(=O)NC1=CC=CC(Cl)=C1"	"MIPE"	"NCGC00092384-04"	NA	"CAS:57653-26-6"	"Mechanism: mgluR5 Antagonists"	"Source: Tocris/Cat. No. 2386"
